_id,id,nome,username,idioma,qt_assinatura,qtd_start,data_cadastro
674e1f4f0d0880f1afd358e3,1216133147,Pablo,,espanhol,0,1,2024-12-02T20:57:51.524Z
674e247f0d0880f1afd358e8,1297229094,Dn,,espanhol,0,1,2024-12-02T21:19:59.673Z
674e2c7f0d0880f1afd358f0,6836366838,Antxon,,espanhol,0,1,2024-12-02T21:54:07.414Z
674e2dfc0d0880f1afd358f5,5288107663,JAGG,,espanhol,0,1,2024-12-02T22:00:28.673Z
674e420e0d0880f1afd3590a,5976152698,Jonathan,,espanhol,0,1,2024-12-02T23:26:06.760Z
674e540d0d0880f1afd3590f,1326778815,Rich,,espanhol,0,1,2024-12-03T00:42:53.390Z
674e65780d0880f1afd35914,305840878,wextre,wextre2,espanhol,0,1,2024-12-03T01:57:12.226Z
674e780d0d0880f1afd35919,6065917689,Aliens,Whyuuu_12,portugues,0,1,2024-12-03T03:16:29.182Z
674e876a0d0880f1afd3591e,1289882452,D,,espanhol,0,1,2024-12-03T04:22:02.557Z
674e883e0d0880f1afd35926,5792981418,Thepatitojuan,,espanhol,0,1,2024-12-03T04:25:34.423Z
674e98340d0880f1afd3592c,6814357400,Fabiano Santos,,portugues,0,1,2024-12-03T05:33:40.534Z
674e9ff70d0880f1afd35931,1238531516,Gabriel,Biel5,portugues_br,0,1,2024-12-03T06:06:47.831Z
674eab2f0d0880f1afd35936,5376895228,Alejandro,,portugues_br,0,1,2024-12-03T06:54:39.755Z
674f02260d0880f1afd3593b,5137696473,Milton,,espanhol,0,1,2024-12-03T13:05:42.235Z
674f2c380d0880f1afd35941,6385195033,el negro,,espanhol,0,1,2024-12-03T16:05:12.303Z
674f40510d0880f1afd35953,6958393877,zu,,espanhol,0,1,2024-12-03T17:30:57.778Z
674f6ec77df3829fe59b919f,6287465706,Edwards,,espanhol,0,1,2024-12-03T20:49:11.676Z
674f6fd87df3829fe59b9210,1877087952,E,,espanhol,0,1,2024-12-03T20:53:44.725Z
674f79287df3829fe59b9251,8158092287,Meze,,espanhol,0,1,2024-12-03T21:33:28.560Z
674f7c4d7df3829fe59b9256,5934704478,….,brunitogremio,espanhol,0,1,2024-12-03T21:46:53.190Z
674f7e327df3829fe59b925b,7851089006,David,Nelson_241,portugues_br,0,1,2024-12-03T21:54:58.314Z
674f823d7df3829fe59b9263,1338303750,jt,jericho1983,espanhol,0,1,2024-12-03T22:12:13.334Z
674f8d362ad5cd8d1b86817e,1403189203,S,,espanhol,0,1,2024-12-03T22:59:02.101Z
674f94332ad5cd8d1b8681af,1022323535,Seba,,espanhol,0,1,2024-12-03T23:28:51.181Z
674f96dc2ad5cd8d1b8681b4,7179144794,Braian,,espanhol,0,1,2024-12-03T23:40:12.803Z
674fa8392ad5cd8d1b8681c0,5040913079,Toni,,espanhol,0,1,2024-12-04T00:54:17.983Z
674fbd3b2ad5cd8d1b8681c5,6976586638,Washigton Alves Ferrera,,portugues_br,0,1,2024-12-04T02:23:55.958Z
674fd6592ad5cd8d1b8681cf,5807597773,Ramon,Ramonrro,portugues_br,0,1,2024-12-04T04:11:05.302Z
674fd8932ad5cd8d1b8681d4,422440622,Reynier,vKlap,espanhol,0,1,2024-12-04T04:20:35.374Z
674fe3f92ad5cd8d1b8681d9,7246345498,Sargento,,espanhol,0,1,2024-12-04T05:09:13.925Z
674ff5cd2ad5cd8d1b8681ef,7501574759,Chapa,,espanhol,0,1,2024-12-04T06:25:17.232Z
674ff6c32ad5cd8d1b8681fb,1360992605,SamyJR,SamyJR1,espanhol,0,1,2024-12-04T06:29:23.546Z
